"id","cdate","entnbpal","otskm2","otsnumbdx","plakm1","plakm2","voydtd","voyhrd","voyhrf","voypal","performance_camion","performance_chauffeur","taux_remplissage_pal","taux_remplissage_ton","mdate","km_tsp","voydtf","createdAt","updatedAt","affcode","artcode","otdcode","otscontainer","otsetat","ottmt","placha1i","plalib","plamoti","plargiarr","rgilibl","sitcode","sitsiretedi","tiecode","toucode","voycle","sitechauff","sitecamion","salmemoe","otsnum","platouordre","salmobilite","toutrafcode","chargement","otdhd","voymemo","camion_code","sal_id"
16153,NULL,30,"221",2093668,"60","221",NULL,"21:00:00","06:00:00",11,"50","50","0","0","1899-12-31 00:00:00",NULL,"2026-03-13","2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1188","BAR2093668","I","0+0+0+0","TRP289","TRANSPORT SPOT","5161TU158","SF","SFAX",NULL,"BAR","AZI",NULL,"8371803",NULL,"BAR",NULL,"BAR0326-002274","45","False",NULL,"QUAI-BHF",NULL,NULL,"5161TU158",NULL
16154,NULL,30,"221",2093715,"60","221",NULL,"21:00:00","06:00:00",11,"50","50","0","0","1899-12-31 00:00:00",NULL,"2026-03-13","2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1240","BAR2093715","I","0+0+0+0","TRP289","TRANSPORT SPOT","5161TU158","SF","SFAX",NULL,"BAR","AZI",NULL,"8371803",NULL,"BAR",NULL,"BAR0326-002321","50","False",NULL,"QUAI-BHF",NULL,NULL,"5161TU158",NULL
16168,NULL,30,"221",2092756,"60","221",NULL,"21:00:00","06:00:00",11,"50","50","0","0","1899-12-31 00:00:00",NULL,"2026-03-13","2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1042","BAR2092756","I","0+0+0+0","TRP289","TRANSPORT SPOT","5161TU158","SF","SFAX",NULL,"BAR","AZI",NULL,"8371803",NULL,"BAR",NULL,"BAR0326-001306","43","False",NULL,"QUAI-BHF",NULL,NULL,"5161TU158",NULL
16169,NULL,30,"247",2093724,"60","247",NULL,"21:00:00","06:00:00",11,"50","50","0","0","1899-12-31 00:00:00",NULL,"2026-03-13","2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1250","BAR2093724","I","0+0+0+0","TRP289","TRANSPORT SPOT","5161TU158","SF","SFAX",NULL,"BAR","AZI",NULL,"8371803",NULL,"BAR",NULL,"BAR0326-002330","28","False",NULL,"QUAI-BHF",NULL,NULL,"5161TU158",NULL
16170,NULL,30,"221",2093519,"60","221",NULL,"21:00:00","06:00:00",11,"50","50","0","0","1899-12-31 00:00:00",NULL,"2026-03-13","2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1037","BAR2093519","I","0+0+0+0","TRP289","TRANSPORT SPOT","5161TU158","SF","SFAX",NULL,"BAR","AZI",NULL,"8371803",NULL,"BAR",NULL,"BAR0326-002125","4","False",NULL,"QUAI-BHF",NULL,NULL,"5161TU158",NULL
16171,NULL,30,"247",2093710,"60","247",NULL,"21:00:00","06:00:00",11,"50","50","0","0","1899-12-31 00:00:00",NULL,"2026-03-13","2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1234","BAR2093710","I","0+0+0+0","TRP289","TRANSPORT SPOT","5161TU158","SF","SFAX",NULL,"BAR","AZI",NULL,"8371803",NULL,"BAR",NULL,"BAR0326-002316","37","False",NULL,"QUAI-BHF",NULL,NULL,"5161TU158",NULL
16172,NULL,30,"247",2093702,"60","247",NULL,"21:00:00","06:00:00",11,"50","50","0","0","1899-12-31 00:00:00",NULL,"2026-03-13","2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1225","BAR2093702","I","0+0+0+0","TRP289","TRANSPORT SPOT","5161TU158","SF","SFAX",NULL,"BAR","AZI",NULL,"8371803",NULL,"BAR",NULL,"BAR0326-002308","7","False",NULL,"QUAI-BHF",NULL,NULL,"5161TU158",NULL
16173,NULL,30,"247",2093689,"60","247",NULL,"21:00:00","06:00:00",11,"50","50","0","0","1899-12-31 00:00:00",NULL,"2026-03-13","2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1211","BAR2093689","I","0+0+0+0","TRP289","TRANSPORT SPOT","5161TU158","SF","SFAX",NULL,"BAR","AZI",NULL,"8371803",NULL,"BAR",NULL,"BAR0326-002295","12","False",NULL,"QUAI-BHF",NULL,NULL,"5161TU158",NULL
16174,NULL,30,"221",2093524,"60","221",NULL,"21:00:00","06:00:00",11,"50","50","0","0","1899-12-31 00:00:00",NULL,"2026-03-13","2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1042","BAR2093524","I","0+0+0+0","TRP289","TRANSPORT SPOT","5161TU158","SF","SFAX",NULL,"BAR","AZI",NULL,"8371803",NULL,"BAR",NULL,"BAR0326-002130","40","False",NULL,"QUAI-BHF",NULL,NULL,"5161TU158",NULL
16175,NULL,30,"247",2093568,"60","247",NULL,"21:00:00","06:00:00",11,"50","50","0","0","1899-12-31 00:00:00",NULL,"2026-03-13","2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1086","BAR2093568","I","0+0+0+0","TRP289","TRANSPORT SPOT","5161TU158","SF","SFAX",NULL,"BAR","AZI",NULL,"8371803",NULL,"BAR",NULL,"BAR0326-002174","18","False",NULL,"QUAI-BHF",NULL,NULL,"5161TU158",NULL
16176,NULL,30,"221",2094216,"60","221",NULL,"21:00:00","06:00:00",11,"50","50","0","0","1899-12-31 00:00:00",NULL,"2026-03-13","2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1037","BAR2094216","I","0+0+0+0","TRP289","TRANSPORT SPOT","5161TU158","SF","SFAX",NULL,"BAR","AZI",NULL,"8371803",NULL,"BAR",NULL,"BAR0326-002853","3","False",NULL,"QUAI-BHF",NULL,NULL,"5161TU158",NULL
16177,NULL,30,"221",2094594,"60","221",NULL,"21:00:00","06:00:00",11,"50","50","0","0","1899-12-31 00:00:00",NULL,"2026-03-13","2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1042","BAR2094594","I","0+0+0+0","TRP289","TRANSPORT SPOT","5161TU158","SF","SFAX",NULL,"BAR","AZI",NULL,"8371803",NULL,"BAR",NULL,"BAR0326-003231","41","False",NULL,"QUAI-BHF",NULL,NULL,"5161TU158",NULL
16178,NULL,30,"220",2094798,"60","220",NULL,"21:00:00","06:00:00",11,"50","50","0","0","1899-12-31 00:00:00",NULL,"2026-03-13","2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1171","BAR2094798","I","0+0+0+0","TRP289","TRANSPORT SPOT","5161TU158","SF","SFAX",NULL,"BAR","AZI",NULL,"8371803",NULL,"BAR",NULL,"BAR0326-003435","84","False",NULL,"QUAI-BHF",NULL,NULL,"5161TU158",NULL
16179,NULL,32,"486",2098207,"60","327",NULL,"21:00:00","06:00:00",13,"50","50","0","0","1899-12-31 00:00:00",NULL,"2026-03-13","2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,NULL,"1168","BAR2098207","I","0+0+0+0","TRP274",NULL,"6351TU137","GB","GABES",NULL,"BAR","AZI",NULL,"8371798",NULL,"BAR",NULL,"BAR0326-005767","5","False",NULL,"QUAI-BHF",NULL,NULL,"6351TU137",NULL
16180,NULL,32,"486",2098217,"60","327",NULL,"21:00:00","06:00:00",13,"50","50","0","0","1899-12-31 00:00:00",NULL,"2026-03-13","2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,NULL,"1178","BAR2098217","I","0+0+0+0","TRP274",NULL,"6351TU137","GB","GABES",NULL,"BAR","AZI",NULL,"8371798",NULL,"BAR",NULL,"BAR0326-005777","13","False",NULL,"QUAI-BHF",NULL,NULL,"6351TU137",NULL
16181,NULL,32,"617",2094973,"60","327",NULL,"21:00:00","06:00:00",13,"50","50","0","0","1899-12-31 00:00:00",NULL,"2026-03-13","2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,NULL,"1364","BAR2094973","I","0+0+0+0","TRP274",NULL,"6351TU137","GB","GABES",NULL,"BAR","AZI",NULL,"8371798",NULL,"BAR",NULL,"BAR0326-003610","32","False",NULL,"QUAI-BHF",NULL,NULL,"6351TU137",NULL
8,"2025-05-30 00:00:00",20,"22",NULL,"60","22","2055-10-14","06:00:00","13:30:00",20,"0","0","0","0","1899-12-31 00:00:00","0","2055-10-14","2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T010","QUAI-MHA",NULL,"I","0+0+0+0","13095","TRNSPORT OCT","8585TU202","BA","BEN AROUS","BAR","BAR","AZI",NULL,"7755321","BAR","BAR","AZIZA SEC","BAR0525-030333","1","False",NULL,"QUAI-MHA",NULL,NULL,"8585TU202",NULL
9,"2025-05-30 00:00:00",20,"22",NULL,"60","22","2055-10-14","06:00:00","13:30:00",20,"0","0","0","0","1899-12-31 00:00:00","0","2055-10-14","2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T010","OCT RADES",NULL,"I","0+0+0+0","13095","TRNSPORT OCT","8585TU202","BA","BEN AROUS","BAR","BAR","AZI",NULL,"7755321","BAR","BAR","AZIZA SEC","BAR0525-030333","1","False",NULL,"OCT RADES",NULL,NULL,"8585TU202",NULL
10,"2025-05-30 00:00:00",32,"54",NULL,"60","54","2055-10-14","12:00:00","17:00:00",32,"0","0","0","0","1899-12-31 00:00:00","0","2055-10-14","2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","AZUR",NULL,"I","0+0+0+0","100645","TRANSPORT AMBIANT","2037TU197","BA","BEN AROUS","BAR","BAR","AZUR DETERGEN",NULL,"7755591","BAR","BAR","Semi","BAR0525-030346","1","False",NULL,"QUAI-MGR",NULL,NULL,"2037TU197",NULL
11,"2025-05-30 00:00:00",32,"54",NULL,"60","54","2055-10-14","12:00:00","17:00:00",32,"0","0","0","0","1899-12-31 00:00:00","0","2055-10-14","2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","AZUR",NULL,"I","0+0+0+0","100645","TRANSPORT AMBIANT","2037TU197","BA","BEN AROUS","BAR","BAR","AZUR DETERGEN",NULL,"7755591","BAR","BAR","Semi","BAR0525-030346","1","False",NULL,"AZUR",NULL,NULL,"2037TU197",NULL
12,"2025-05-30 00:00:00",32,"54",NULL,"60","54","2055-10-14","12:00:00","17:00:00",32,"0","0","0","0","1899-12-31 00:00:00","0","2055-10-14","2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","QUAI-MGR",NULL,"I","0+0+0+0","100645","TRANSPORT AMBIANT","2037TU197","BA","BEN AROUS","BAR","BAR","AZUR DETERGEN",NULL,"7755591","BAR","BAR","Semi","BAR0525-030346","1","False",NULL,"AZUR",NULL,NULL,"2037TU197",NULL
13,"2025-05-30 00:00:00",32,"54",NULL,"60","54","2055-10-14","12:00:00","17:00:00",32,"0","0","0","0","1899-12-31 00:00:00","0","2055-10-14","2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","QUAI-MGR",NULL,"I","0+0+0+0","100645","TRANSPORT AMBIANT","2037TU197","BA","BEN AROUS","BAR","BAR","AZUR DETERGEN",NULL,"7755591","BAR","BAR","Semi","BAR0525-030346","1","False",NULL,"QUAI-MGR",NULL,NULL,"2037TU197",NULL
25,"2025-05-30 00:00:00",20,"22",NULL,"60","22","2055-10-14","06:00:00","13:30:00",20,"0","0","0","0","1899-12-31 00:00:00","0","2055-10-14","2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T010","OCT RADES",NULL,"I","0+0+0+0","13095","TRNSPORT OCT","8585TU202","BA","BEN AROUS","BAR","BAR","AZI",NULL,"7755321","BAR","BAR","AZIZA SEC","BAR0525-030333","1","False",NULL,"QUAI-MHA",NULL,NULL,"8585TU202",NULL
26,"2025-05-30 00:00:00",20,"22",NULL,"60","22","2055-10-14","06:00:00","13:30:00",20,"0","0","0","0","1899-12-31 00:00:00","0","2055-10-14","2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T010","QUAI-MHA",NULL,"I","0+0+0+0","13095","TRNSPORT OCT","8585TU202","BA","BEN AROUS","BAR","BAR","AZI",NULL,"7755321","BAR","BAR","AZIZA SEC","BAR0525-030333","1","False",NULL,"OCT RADES",NULL,NULL,"8585TU202",NULL
57,NULL,10,"37",2101439,"0","37",NULL,"12:30:00","15:00:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","1287","BKS2101439","I","0+0+0+0","13155","TRANSPORT AMBIANT","2150TU174","NB","NABEUL","BAR","BKS","AZI",NULL,"8354496","BAR","BAR","Gias","BKS0326-000759","4","False",NULL,"QUAI-BKS",NULL,NULL,"2150TU174",NULL
58,NULL,10,"37",2101351,"0","37",NULL,"12:30:00","15:00:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","1015","BKS2101351","I","0+0+0+0","13155","TRANSPORT AMBIANT","2150TU174","NB","NABEUL","BAR","BKS","AZI",NULL,"8354496","BAR","BAR","Gias","BKS0326-000671","1","False",NULL,"QUAI-BKS",NULL,NULL,"2150TU174",NULL
59,NULL,10,"37",2101900,"0","37",NULL,"12:30:00","15:00:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","1015","BKS2101900","I","0+0+0+0","13155","TRANSPORT AMBIANT","2150TU174","NB","NABEUL","BAR","BKS","AZI",NULL,"8354496","BAR","BAR","Gias","BKS0326-001257","2","False",NULL,"QUAI-BKS",NULL,NULL,"2150TU174",NULL
67,NULL,20,"0",NULL,"0","0",NULL,"20:00:00","20:00:00",29,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","GME142-AD1","BAR2098873","I","0+0+0+0","62","TRANSPORT AMBIANT","6032TU258","ME","MEDENNINE","BAR","BAR","CSG",NULL,"8368800","BAR","BAR","Aziza","BAR0326-006560","2","False",NULL,"GIAS",NULL,NULL,"6032TU258",NULL
68,NULL,20,"53",2090913,"60","53",NULL,"06:00:00","13:00:00",17,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1538","BAR2090913","I","0+0+0+0","13108","TRANSPORT SPOT","9878TU188","TU","TUNIS","BAR","BAR","AZI",NULL,"8354051","BAR","BAR","Aziza","BAR0226-019740","5","False",NULL,"QUAI-BHF",NULL,NULL,"9878TU188",NULL
69,NULL,20,"52",2087785,"60","52",NULL,"06:00:00","13:00:00",17,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1010","BAR2087785","I","0+0+0+0","13108","TRANSPORT SPOT","9878TU188","TU","TUNIS","BAR","BAR","AZI",NULL,"8354051","BAR","BAR","Aziza","BAR0226-017897","16","False",NULL,"QUAI-BHF",NULL,NULL,"9878TU188",NULL
70,NULL,20,"53",2092090,"60","53",NULL,"06:00:00","13:00:00",17,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1260","BAR2092090","I","0+0+0+0","13108","TRANSPORT SPOT","9878TU188","TU","TUNIS","BAR","BAR","AZI",NULL,"8354051","BAR","BAR","Aziza","BAR0326-000483","20","False",NULL,"QUAI-BHF",NULL,NULL,"9878TU188",NULL
78,NULL,20,"52",2088022,"60","52",NULL,"06:00:00","13:00:00",17,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1257","BAR2088022","I","0+0+0+0","13108","TRANSPORT SPOT","9878TU188","TU","TUNIS","BAR","BAR","AZI",NULL,"8354051","BAR","BAR","Aziza","BAR0226-018134","2","False",NULL,"QUAI-BHF",NULL,NULL,"9878TU188",NULL
79,NULL,20,"52",2088261,"60","52",NULL,"06:00:00","13:00:00",17,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1547","BAR2088261","I","0+0+0+0","13108","TRANSPORT SPOT","9878TU188","TU","TUNIS","BAR","BAR","AZI",NULL,"8354051","BAR","BAR","Aziza","BAR0226-018373","11","False",NULL,"QUAI-BHF",NULL,NULL,"9878TU188",NULL
84,NULL,10,"3",2093284,"0","3",NULL,"13:00:00","18:00:00",4,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1083","BAR2093284","I","0+0+0+0","1320","TRANSPORT DU FRAIS // 4?C","7034TU189","NB","NABEUL","BAR","BAR","AZI",NULL,"8348001","BAR","BAR",NULL,"BAR0326-001840","1","False",NULL,"QUAI-SDH",NULL,NULL,"7034TU189",NULL
94,NULL,8,"0",NULL,"0","0",NULL,"06:00:00","15:00:00",5,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","GNA182-AD1","BAR2092454","I","0+0+0+0","101329","TRANSPORT AMBIANT","1131TU183","NB","NABEUL","BAR","BAR","DGN",NULL,"8360653","BAR","BAR",NULL,"BAR0326-000921","27","False",NULL,"GIAS",NULL,NULL,"1131TU183",NULL
95,NULL,8,"0",NULL,"0","0",NULL,"06:00:00","15:00:00",5,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T003","PNA684-AD1","BAR2096602","I","0+0+0+0","101329","TRANSPORT CONTR?L? // 12?C","1131TU183","NB","NABEUL","BAR","BAR","CSG",NULL,"8360653","BAR","BAR",NULL,"BAR0326-004647","19","False",NULL,"GIAS",NULL,NULL,"1131TU183",NULL
98,NULL,10,"40",2092450,"0","40",NULL,"13:00:00","18:00:00",4,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1580","BAR2092450","I","0+0+0+0","1320","TRANSPORT DU FRAIS // 4?C","7034TU189","NB","NABEUL","BAR","BAR","AZI",NULL,"8348001","BAR","BAR",NULL,"BAR0326-000913","8","False",NULL,"QUAI-SDH",NULL,NULL,"7034TU189",NULL
99,NULL,10,"3",2092443,"0","3",NULL,"13:00:00","18:00:00",4,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1436","BAR2092443","I","0+0+0+0","1320","TRANSPORT DU FRAIS // 4?C","7034TU189","NB","NABEUL","BAR","BAR","AZI",NULL,"8348001","BAR","BAR",NULL,"BAR0326-000906","4","False",NULL,"QUAI-SDH",NULL,NULL,"7034TU189",NULL
106,NULL,20,"53",2088355,"60","53",NULL,"06:00:00","13:00:00",17,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1538","BAR2088355","I","0+0+0+0","13108","TRANSPORT SPOT","9878TU188","TU","TUNIS","BAR","BAR","AZI",NULL,"8354051","BAR","BAR","Aziza","BAR0226-018489","6","False",NULL,"QUAI-BHF",NULL,NULL,"9878TU188",NULL
107,NULL,20,"53",2090690,"60","53",NULL,"06:00:00","13:00:00",17,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1260","BAR2090690","I","0+0+0+0","13108","TRANSPORT SPOT","9878TU188","TU","TUNIS","BAR","BAR","AZI",NULL,"8354051","BAR","BAR","Aziza","BAR0226-019517","17","False",NULL,"QUAI-BHF",NULL,NULL,"9878TU188",NULL
120,NULL,8,"0",NULL,"0","0",NULL,"06:00:00","15:00:00",5,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T003","STU026-A94","BAR2096285","I","0+0+0+0","101329","TRANSPORT CONTR?L? // 12?C","1131TU183","NB","NABEUL","BAR","BAR","IND",NULL,"8360653","BAR","BAR",NULL,"BAR0326-004237","2","False",NULL,"GIAS",NULL,NULL,"1131TU183",NULL
121,NULL,8,"0",NULL,"0","0",NULL,"06:00:00","15:00:00",5,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","STU006-A95","BAR2096646","I","0+0+0+0","101329","TRANSPORT AMBIANT","1131TU183","NB","NABEUL","BAR","BAR","GDI",NULL,"8360653","BAR","BAR",NULL,"BAR0326-004653","25","False",NULL,"GIAS",NULL,NULL,"1131TU183",NULL
122,NULL,8,"0",NULL,"0","0",NULL,"06:00:00","15:00:00",5,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T003","GNA187-AD1","BAR2096582","I","0+0+0+0","101329","TRANSPORT CONTR?L? // 12?C","1131TU183","NB","NABEUL","BAR","BAR","CSG",NULL,"8360653","BAR","BAR",NULL,"BAR0326-004627","20","False",NULL,"GIAS",NULL,NULL,"1131TU183",NULL
130,NULL,20,"0",NULL,"0","0",NULL,"20:00:00","20:00:00",29,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T003","JRE-AD1","BAR2098885","I","0+0+0+0","62","TRANSPORT CONTR?L? // 12?C","6032TU258","ME","MEDENNINE","BAR","BAR","GDI",NULL,"8368800","BAR","BAR","Aziza","BAR0326-006540","6","False",NULL,"GIAS",NULL,NULL,"6032TU258",NULL
